found,author,combinedName,kingdom,tsn,unitInd1,unitInd2,unitInd3,unitInd4,unitName1,unitName2,unitName3,unitName4,final_id,full_hierarchy
TRUE,,conchapelopia goniodes,Animalia,128154,,,,,Conchapelopia,goniodes,,,conchapelopia_goniodes,TRUE
TRUE,"Roback, 1957",conchapelopia rurika,Animalia,128158,,,,,Conchapelopia,rurika,,,conchapelopia_rurika,TRUE
TRUE,Fittkau,conchapelopia,Animalia,128130,,,,,Conchapelopia,,,,conchapelopia,TRUE
TRUE,"Roback, 1971",conchapelopia telema,Animalia,128159,,,,,Conchapelopia,telema,,,conchapelopia_telema,TRUE
TRUE,Brundin,constempellina,Animalia,129884,,,,,Constempellina,,,,constempellina,TRUE
TRUE,"(O. F. Müller, 1774)",corbicula fluminea,Animalia,81387,,,,,Corbicula,fluminea,,,corbicula_fluminea,TRUE
TRUE,"Megerle von Mühlfeld, 1811",corbicula,Animalia,81385,,,,,Corbicula,,,,corbicula,TRUE
TRUE,"Selys, 1854",cordulegaster maculata,Animalia,102031,,,,,Cordulegaster,maculata,,,cordulegaster_maculata,TRUE
TRUE,"Leach, 1815",cordulegaster,Animalia,102027,,,,,Cordulegaster,,,,cordulegaster,TRUE
TRUE,"(Linnaeus, 1758)",corydalus cornutus,Animalia,115034,,,,,Corydalus,cornutus,,,corydalus_cornutus,TRUE
TRUE,"Latreille, 1802",corydalus,Animalia,115033,,,,,Corydalus,,,,corydalus,TRUE
TRUE,"Edwards, 1924",corynoneura lobata,Animalia,128567,,,,,Corynoneura,lobata,,,corynoneura_lobata,TRUE
TRUE,"Winnertz, 1852",corynoneura celeripes,Animalia,128565,,,,,Corynoneura,celeripes,,,corynoneura_celeripes,TRUE
TRUE,,corynoneura,Animalia,128563,,,,,Corynoneura,,,,corynoneura,TRUE
TRUE,"Bate, 1859",crangonyx,Animalia,95081,,,,,Crangonyx,,,,crangonyx,TRUE
TRUE,"Bedel, 1881",crenitis,Animalia,113220,,,,,Crenitis,,,,crenitis,TRUE
TRUE,"(Johannsen, 1905)",cricotopus absurdus,Animalia,128578,,,,,Cricotopus,absurdus,,,cricotopus_absurdus,TRUE
TRUE,"Goetghebuer, 1927",cricotopus annulator,Animalia,128580,,,,,Cricotopus,annulator,,,cricotopus_annulator,TRUE
TRUE,"(Meigen, 1818)",cricotopus bicinctus,Animalia,128583,,,,,Cricotopus,bicinctus,,,cricotopus_bicinctus,TRUE
TRUE,"Johannsen, 1943",cricotopus elegans,Animalia,128593,,,,,Cricotopus,elegans,,,cricotopus_elegans,TRUE
TRUE,"(Kieffer, 1906)",cricotopus festivellus,Animalia,128594,,,,,Cricotopus,festivellus,,,cricotopus_festivellus,TRUE
TRUE,"(Johannsen, 1905)",cricotopus fugax,Animalia,128600,,,,,Cricotopus,fugax,,,cricotopus_fugax,TRUE
TRUE,"(Staeger, 1839)",cricotopus intersectus,Animalia,128614,,,,,Cricotopus,intersectus,,,cricotopus_intersectus,TRUE
TRUE,"Sublette, 1964",cricotopus lebetis,Animalia,128658,,,,,Cricotopus,lebetis,,,cricotopus_lebetis,TRUE
TRUE,"Wirth, 1957",cricotopus nostocicola,Animalia,128628,,,,,Cricotopus,nostocicola,,,cricotopus_nostocicola,TRUE
TRUE,"(Kieffer, 1908)",cricotopus cylindraceus,Animalia,128589,,,,,Cricotopus,cylindraceus,,,cricotopus_cylindraceus,TRUE
TRUE,"Wulp, 1874",cricotopus,Animalia,128575,,,,,Cricotopus,,,,cricotopus_patens,FALSE
TRUE,"Wulp, 1874",cricotopus,Animalia,128575,,,,,Cricotopus,,,,cricotopus,TRUE
TRUE,"(Fabricius, 1794)",cricotopus sylvestris,Animalia,128645,,,,,Cricotopus,sylvestris,,,cricotopus_sylvestris,TRUE
TRUE,"(Linnaeus, 1758)",cricotopus tremulus,Animalia,128651,,,,,Cricotopus,tremulus,,,cricotopus_tremulus,TRUE
TRUE,"(Macquart, 1826)",cricotopus triannulatus,Animalia,128653,,,,,Cricotopus,triannulatus,,,cricotopus_triannulatus,TRUE
TRUE,"Edwards, 1929",cricotopus trifascia,Animalia,128659,,,,,Cricotopus,trifascia,,,cricotopus_trifascia,TRUE
TRUE,"Goetghebuer, 1935",cricotopus vierriensis,Animalia,128666,,,,,Cricotopus,vierriensis,,,cricotopus_vierriensis,TRUE
TRUE,"Lenz, 1921",orthocladiinae,Animalia,128457,,,,,Orthocladiinae,,,,orthocladiinae,TRUE
TRUE,"Johannsen, 1905",cryptochironomus fulvus,Animalia,129376,,,,,Cryptochironomus,fulvus,,,cryptochironomus_fulvus,TRUE
TRUE,"(Sublette, 1964)",cryptochironomus ponderosus,Animalia,129384,,,,,Cryptochironomus,ponderosus,,,cryptochironomus_ponderosus,TRUE
TRUE,,cryptochironomus,Animalia,129368,,,,,Cryptochironomus,,,,cryptochironomus,TRUE
TRUE,,cryptolabis,Animalia,120488,,,,,Cryptolabis,,,,cryptolabis,TRUE
TRUE,"(Townes, 1945)",cryptotendipes casuarius,Animalia,129397,,,,,Cryptotendipes,casuarius,,,cryptotendipes_casuarius,TRUE
TRUE,"(Townes, 1945)",cryptotendipes emorsus,Animalia,129401,,,,,Cryptotendipes,emorsus,,,cryptotendipes_emorsus,TRUE
TRUE,"Goethgebuer, 1922",cryptotendipes pseudotener,Animalia,129404,,,,,Cryptotendipes,pseudotener,,,cryptotendipes_pseudotener,TRUE
TRUE,Lenz,cryptotendipes,Animalia,129394,,,,,Cryptotendipes,,,,cryptotendipes,TRUE
TRUE,"Latreille, 1809",culicoides,Animalia,127340,,,,,Culicoides,,,,culicoides,TRUE
TRUE,"Mosely, 1954",culoptila,Animalia,115236,,,,,Culoptila,,,,culoptila,TRUE
TRUE,"(Walker, 1852)",cultus decisus,Animalia,103139,,,,,Cultus,decisus,,,cultus_decisus,TRUE
TRUE,"Ricker, 1952",cultus,Animalia,103137,,,,,Cultus,,,,cultus,TRUE
TRUE,"(Stimpson, 1855)",cyathura polita,Animalia,92149,,,,,Cyathura,polita,,,cyathura_polita,TRUE
TRUE,"Norman and Stebbing, 1886",cyathura,Animalia,92148,,,,,Cyathura,,,,cyathura,TRUE
TRUE,"(Banks, 1905)",cyrnellus fraternus,Animalia,117092,,,,,Cyrnellus,fraternus,,,cyrnellus_fraternus,TRUE
TRUE,"Banks, 1913",cyrnellus,Animalia,117091,,,,,Cyrnellus,,,,cyrnellus,TRUE
TRUE,"(McDunnough, 1925)",dannella simplex,Animalia,101363,,,,,Dannella,simplex,,,dannella_simplex,TRUE
TRUE,"Edmunds, 1959",dannella,Animalia,101360,,,,,Dannella,,,,dannella,TRUE
TRUE,,dasyhelea,Animalia,127278,,,,,Dasyhelea,,,,dasyhelea,TRUE
TRUE,"(Townes, 1945)",demicryptochironomus cuneatus,Animalia,129422,,,,,Demicryptochironomus,cuneatus,,,demicryptochironomus_cuneatus,TRUE
TRUE,,demicryptochironomus,Animalia,129421,,,,,Demicryptochironomus,,,,demicryptochironomus,TRUE
TRUE,"Müller, 1773",dero digitata,Animalia,68904,,,,,Dero,digitata,,,dero_digitata,TRUE
TRUE,"Stephenson, 1931",dero flabelliger,Animalia,68902,,,,,Dero,flabelliger,,,dero_flabelliger,TRUE
TRUE,"Müller, 1773",dero furcata,Animalia,68912,,,,,Dero,furcata,,,dero_furcata,TRUE
TRUE,"Aiyer, 1930",dero nivea,Animalia,68900,,,,,Dero,nivea,,,dero_nivea,TRUE
TRUE,"d'Udekem, 1855",dero obtusa,Animalia,68907,,,,,Dero,obtusa,,,dero_obtusa,TRUE
TRUE,"Aiyer, 1930",dero pectinata,Animalia,68923,,,,,Dero,pectinata,,,dero_pectinata,TRUE
TRUE,"Oken, 1815",dero,Animalia,68898,,,,,Dero,,,,dero,TRUE
TRUE,"Leidy, 1880",dero vaga,Animalia,68915,,,,,Dero,vaga,,,dero_vaga,TRUE
TRUE,,diamesa,Animalia,128355,,,,,Diamesa,,,,diamesa,TRUE
TRUE,,dicranota,Animalia,121027,,,,,Dicranota,,,,dicranota,TRUE
TRUE,"(Johannsen, 1905)",dicrotendipes fumidus,Animalia,129436,,,,,Dicrotendipes,fumidus,,,dicrotendipes_fumidus,TRUE
TRUE,"(Johannsen, 1907)",dicrotendipes lucifer,Animalia,129458,,,,,Dicrotendipes,lucifer,,,dicrotendipes_lucifer,TRUE
TRUE,"(Say, 1823)",dicrotendipes modestus,Animalia,129448,,,,,Dicrotendipes,modestus,,,dicrotendipes_modestus,TRUE
TRUE,"(Malloch, 1915)",dicrotendipes neomodestus,Animalia,129450,,,,,Dicrotendipes,neomodestus,,,dicrotendipes_neomodestus,TRUE
TRUE,"(Staeger, 1839)",dicrotendipes nervosus,Animalia,129452,,,,,Dicrotendipes,nervosus,,,dicrotendipes_nervosus,TRUE
TRUE,"Epler, 1987",dicrotendipes simpsoni,Animalia,193743,,,,,Dicrotendipes,simpsoni,,,dicrotendipes_simpsoni,TRUE
TRUE,"Kieffer, 1913",dicrotendipes,Animalia,129428,,,,,Dicrotendipes,,,,dicrotendipes,TRUE
TRUE,"Epler, 1987",dicrotendipes thanatogratus,Animalia,206649,,,,,Dicrotendipes,thanatogratus,,,dicrotendipes_thanatogratus,TRUE
TRUE,"Rambur, 1842",didymops,Animalia,101851,,,,,Didymops,,,,didymops,TRUE
TRUE,"(Loew, 1864)",dimecoenia spinosa,Animalia,147484,,,,,Dimecoenia,spinosa,,,dimecoenia_spinosa,TRUE
TRUE,"Macleay, 1825",dineutus,Animalia,112711,,,,,Dineutus,,,,dineutus,TRUE
TRUE,"(Eaton, 1885)",diphetor hageni,Animalia,568598,,,,,Diphetor,hageni,,,diphetor_hageni,TRUE
TRUE,"Waltz and McCafferty, 1987",diphetor,Animalia,568550,,,,,Diphetor,,,,diphetor,TRUE
TRUE,"Westwood, 1840",diplectrona,Animalia,115399,,,,,Diplectrona,,,,diplectrona,TRUE
TRUE,"Kieffer, 1908",diplocladius cultriger,Animalia,128671,,,,,Diplocladius,cultriger,,,diplocladius_cultriger,TRUE
TRUE,,diplocladius,Animalia,128670,,,,,Diplocladius,,,,diplocladius,TRUE
TRUE,"Billberg, 1820",diura,Animalia,103094,,,,,Diura,,,,diura,TRUE
TRUE,,dixa,Animalia,125810,,,,,Dixa,,,,dixa,TRUE
TRUE,,dixella,Animalia,125854,,,,,Dixella,,,,dixella,TRUE
TRUE,,djalmabatista,Animalia,128271,,,,,Djalmabatista,,,,djalmabatista,TRUE
TRUE,"Ulmer, 1909",dolophilodes,Animalia,115319,,,,,Dolophilodes,,,,dolophilodes,TRUE
TRUE,"Fabricius, 1775",donacia,Animalia,114510,,,,,Donacia,,,,donacia,TRUE
TRUE,"Andrusov, 1897",dreissena bugensis,Animalia,567514,,,,,Dreissena,bugensis,,,dreissena_bugensis,TRUE
TRUE,"(Pallas, 1771)",dreissena polymorpha,Animalia,81339,,,,,Dreissena,polymorpha,,,dreissena_polymorpha,TRUE
TRUE,"Beneden, 1835",dreissena,Animalia,81338,,,,,Dreissena,,,,dreissena,TRUE
TRUE,"(Morgan, 1911)",drunella cornuta,Animalia,609595,,,,,Drunella,cornuta,,,drunella_cornuta,TRUE
TRUE,"(McDunnough, 1931)",drunella cornutella,Animalia,101366,,,,,Drunella,cornutella,,,drunella_cornutella,TRUE
TRUE,"(Morgan, 1911)",drunella lata,Animalia,185972,,,,,Drunella,lata,,,drunella_lata,TRUE
TRUE,"Needham, 1905",drunella,Animalia,101365,,,,,Drunella,,,,drunella,TRUE
TRUE,"(Morgan, 1911)",drunella tuberculata,Animalia,185974,,,,,Drunella,tuberculata,,,drunella_tuberculata,TRUE
TRUE,"(Eaton, 1884)",drunella walkeri,Animalia,185973,,,,,Drunella,walkeri,,,drunella_walkeri,TRUE
TRUE,"(LeConte, 1852)",dubiraphia bivittata,Animalia,114129,,,,,Dubiraphia,bivittata,,,dubiraphia_bivittata,TRUE
TRUE,"(Say, 1825)",dubiraphia quadrinotata,Animalia,114130,,,,,Dubiraphia,quadrinotata,,,dubiraphia_quadrinotata,TRUE
TRUE,"Sanderson, 1954",dubiraphia,Animalia,114126,,,,,Dubiraphia,,,,dubiraphia,TRUE
TRUE,"(Melsheimer, 1844)",dubiraphia vittata,Animalia,114131,,,,,Dubiraphia,vittata,,,dubiraphia_vittata,TRUE
TRUE,"Girard, 1850",dugesia,Animalia,54503,,,,,Dugesia,,,,dugesia,TRUE
TRUE,"(Girard, 1850)",dugesia tigrina,Animalia,54504,,,,,Dugesia,tigrina,,,dugesia_tigrina,TRUE
TRUE,"Klapálek, 1921",eccoptura,Animalia,102939,,,,,Eccoptura,,,,eccoptura,TRUE
TRUE,"(Newman, 1838)",eccoptura xanthenes,Animalia,102940,,,,,Eccoptura,xanthenes,,,eccoptura_xanthenes,TRUE
TRUE,"(Stebbing, 1899)",echinogammarus ischnus,Animalia,656834,,,,,Echinogammarus,ischnus,,,echinogammarus_ischnus,TRUE
TRUE,"Eisen, 1881",eclipidrilus,Animalia,68473,,,,,Eclipidrilus,,,,eclipidrilus,TRUE
TRUE,"(Melsheimer, 1845)",ectopria nervosa,Animalia,114088,,,,,Ectopria,nervosa,,,ectopria_nervosa,TRUE
TRUE,"LeConte, 1853",ectopria,Animalia,114087,,,,,Ectopria,,,,ectopria,TRUE
TRUE,"Guérin-Méneville, 1843",edotea,Animalia,92623,,,,,Edotea,,,,edotea,TRUE
TRUE,"(Sublette, 1964)",einfeldia natchitocheae,Animalia,129463,,,,,Einfeldia,natchitocheae,,,einfeldia_natchitocheae,TRUE
TRUE,Keiffer,einfeldia,Animalia,129459,,,,,Einfeldia,,,,einfeldia,TRUE
TRUE,"(Lightfoot, 1786)",elliptio complanata,Animalia,79952,,,,,Elliptio,complanata,,,elliptio_complanata,TRUE
TRUE,"Rafinesque, 1819",elliptio,Animalia,79951,,,,,Elliptio,,,,elliptio,TRUE
TRUE,"Charpentier, 1840",enallagma,Animalia,102102,,,,,Enallagma,,,,enallagma,TRUE
TRUE,"(Johannsen, 1905)",endochironomus nigricans,Animalia,129471,,,,,Endochironomus,nigricans,,,endochironomus_nigricans,TRUE
TRUE,Kieffer,endochironomus,Animalia,129470,,,,,Endochironomus,,,,endochironomus,TRUE
TRUE,"(Townes, 1945)",endochironomus subtendens,Animalia,129474,,,,,Endochironomus,subtendens,,,endochironomus_subtendens,TRUE
TRUE,(Sublette),endotribelos hesperium,Animalia,130047,,,,,Endotribelos,hesperium,,,endotribelos_hesperium,TRUE
TRUE,Grodhaus,endotribelos,Animalia,130046,,,,,Endotribelos,,,,endotribelos,TRUE
TRUE,"Eaton, 1881",epeorus,Animalia,100626,,,,,Epeorus,,,,epeorus,TRUE
TRUE,"(Walker, 1853)",epeorus vitreus,Animalia,100649,,,,,Epeorus,vitreus,,,epeorus_vitreus,TRUE
TRUE,"Pictet, 1843",ephemera guttulata,Animalia,101529,,,,,Ephemera,guttulata,,,ephemera_guttulata,TRUE
TRUE,"Walker, 1853",ephemera simulans,Animalia,101530,,,,,Ephemera,simulans,,,ephemera_simulans,TRUE
TRUE,"Linnaeus, 1758",ephemera,Animalia,101526,,,,,Ephemera,,,,ephemera,TRUE
TRUE,"(Bengtsson, 1908)",ephemerella aurivillii,Animalia,101255,,,,,Ephemerella,aurivillii,,,ephemerella_aurivillii,TRUE
TRUE,"Needham, 1908",ephemerella dorothea,Animalia,101272,,,,,Ephemerella,dorothea,,,ephemerella_dorothea,TRUE
TRUE,"Walsh, 1862",ephemerella excrucians,Animalia,101276,,,,,Ephemerella,excrucians,,,ephemerella_excrucians,TRUE
TRUE,"(Walker, 1853)",ephemerella invaria,Animalia,101282,,,,,Ephemerella,invaria,,,ephemerella_invaria,TRUE
TRUE,"McDunnough, 1925",ephemerella needhami,Animalia,101291,,,,,Ephemerella,needhami,,,ephemerella_needhami,TRUE
TRUE,"Morgan, 1911",ephemerella rotunda,Animalia,101296,,,,,Ephemerella,rotunda,,,ephemerella_rotunda,TRUE
TRUE,"Walsh, 1862",ephemerella,Animalia,101233,,,,,Ephemerella,,,,ephemerella,TRUE
TRUE,"McDunnough, 1931",ephemerella subvaria,Animalia,101241,,,,,Ephemerella,subvaria,,,ephemerella_subvaria,TRUE
TRUE,"Williamson, 1802",ephoron leukon,Animalia,101572,,,,,Ephoron,leukon,,,ephoron_leukon,TRUE
TRUE,"Williamson, 1802",ephoron,Animalia,101570,,,,,Ephoron,,,,ephoron,TRUE
TRUE,,ephydra,Animalia,147486,,,,,Ephydra,,,,ephydra,TRUE
TRUE,"Selys, 1871",epicordulia,Animalia,101862,,,,,Epicordulia,,,,epicordulia,TRUE
TRUE,"Zavrel, 1924",epoicocladius,Animalia,128682,,,,,Epoicocladius,,,,epoicocladius,TRUE
TRUE,,eristalis,Animalia,140904,,,,,Eristalis,,,,eristalis,TRUE
TRUE,"de Blainville, 1818",erpobdella,Animalia,69444,,,,,Erpobdella,,,,erpobdella,TRUE
TRUE,"Hagen, 1861",erythemis,Animalia,101865,,,,,Erythemis,,,,erythemis,TRUE
TRUE,"Hübner, 1820",estigmene,Animalia,117298,,,,,Estigmene,,,,estigmene,TRUE
TRUE,,eucorethra,Animalia,125888,,,,,Eucorethra,,,,eucorethra,TRUE
TRUE,"(Gowin, 1943)",eukiefferiella brehmi,Animalia,128704,,,,,Eukiefferiella,brehmi,,,eukiefferiella_brehmi,TRUE
TRUE,,eukiefferiella brevicalcar,Animalia,128703,,,,,Eukiefferiella,brevicalcar,,,eukiefferiella_brevicalcar,TRUE
TRUE,Lundbeck,eukiefferiella claripennis,Animalia,128693,,,,,Eukiefferiella,claripennis,,,eukiefferiella_claripennis,TRUE
TRUE,(Kieffer),eukiefferiella coerulescens,Animalia,128701,,,,,Eukiefferiella,coerulescens,,,eukiefferiella_coerulescens,TRUE
TRUE,"(Edwards, 1929)",eukiefferiella devonica,Animalia,128695,,,,,Eukiefferiella,devonica,,,eukiefferiella_devonica,TRUE
TRUE,,eukiefferiella gracei,Animalia,128705,,,,,Eukiefferiella,gracei,,,eukiefferiella_gracei,TRUE
TRUE,,eukiefferiella pseudomontana,Animalia,128706,,,,,Eukiefferiella,pseudomontana,,,eukiefferiella_pseudomontana,TRUE
TRUE,"Goetghebuer, 1939",eukiefferiella similis,Animalia,553084,,,,,Eukiefferiella,similis,,,eukiefferiella_similis,TRUE
TRUE,Thienemann,eukiefferiella,Animalia,128689,,,,,Eukiefferiella,,,,eukiefferiella,TRUE
TRUE,Thienemann,eukiefferiella,Animalia,128689,,,,,Eukiefferiella,,,,eukiefferiella_tirolensis,FALSE
TRUE,"Gerstaecker, 1857",euparyphus,Animalia,130436,,,,,Euparyphus,,,,euparyphus,TRUE
TRUE,"(McDunnough, 1925)",eurylophella funeralis,Animalia,101332,,,,,Eurylophella,funeralis,,,eurylophella_funeralis,TRUE
TRUE,"Tiensuu, 1935",eurylophella,Animalia,101324,,,,,Eurylophella,,,,eurylophella,TRUE
TRUE,"(McDunnough, 1924)",eurylophella temporalis,Animalia,101326,,,,,Eurylophella,temporalis,,,eurylophella_temporalis,TRUE
TRUE,"(McDunnough, 1930)",eurylophella verisimilis,Animalia,185971,,,,,Eurylophella,verisimilis,,,eurylophella_verisimilis,TRUE
TRUE,"(Tryon, 1863)",ferrissia fragilis,Animalia,76570,,,,,Ferrissia,fragilis,,,ferrissia_fragilis,TRUE
TRUE,"(Haldeman, 1841)",ferrissia parallela,Animalia,76571,,,,,Ferrissia,parallela,,,ferrissia_parallela,TRUE
TRUE,"(Say, 1817)",ferrissia rivularis,Animalia,76572,,,,,Ferrissia,rivularis,,,ferrissia_rivularis,TRUE
TRUE,"Walker, 1903",ferrissia,Animalia,76569,,,,,Ferrissia,,,,ferrissia,TRUE
TRUE,"(Pilsbry and Ferriss, 1907)",ferrissia walkeri,Animalia,76575,,,,,Ferrissia,walkeri,,,ferrissia_walkeri,TRUE
TRUE,"Meigen, 1818",forcipomyia,Animalia,127152,,,,,Forcipomyia,,,,forcipomyia,TRUE
TRUE,"Westerlund, 1885",fossaria,Animalia,76497,,,,,Fossaria,,,,fossaria,TRUE
TRUE,"Say, 1818",gammarus fasciatus,Animalia,93780,,,,,Gammarus,fasciatus,,,gammarus_fasciatus,TRUE
TRUE,"Bousfield, 1958",gammarus pseudolimnaeus,Animalia,93790,,,,,Gammarus,pseudolimnaeus,,,gammarus_pseudolimnaeus,TRUE
TRUE,"J. C. Fabricius, 1775",gammarus,Animalia,93773,,,,,Gammarus,,,,gammarus,TRUE
TRUE,"Sexton, 1939",gammarus tigrinus,Animalia,93781,,,,,Gammarus,tigrinus,,,gammarus_tigrinus,TRUE
TRUE,"Saether and Sublette, 1983",georthocladius fimbriosus,Animalia,128714,,,,,Georthocladius,fimbriosus,,,georthocladius_fimbriosus,TRUE
TRUE,"Curtis, 1834",glossosoma,Animalia,117159,,,,,Glossosoma,,,,glossosoma,TRUE
TRUE,"Townes, 1945",glyptotendipes dreisbachi,Animalia,129487,,,,,Glyptotendipes,dreisbachi,,,glyptotendipes_dreisbachi,TRUE
TRUE,"(Say, 1823)",glyptotendipes lobiferus,Animalia,129488,,,,,Glyptotendipes,lobiferus,,,glyptotendipes_lobiferus,TRUE
TRUE,,glyptotendipes,Animalia,129483,,,,,Glyptotendipes,,,,glyptotendipes,TRUE
TRUE,,goeldichironomus,Animalia,129506,,,,,Goeldichironomus,,,,goeldichironomus,TRUE
TRUE,"Stephens, 1829",goera,Animalia,116423,,,,,Goera,,,,goera,TRUE
TRUE,"Leach, 1815",gomphus,Animalia,101665,,,,,Gomphus,,,,gomphus,TRUE
TRUE,Menke,goniobasis livescens,Animalia,71544,,,,,Goniobasis,livescens,,,goniobasis_livescens,TRUE
TRUE,,goniobasis,Animalia,71542,,,,,Goniobasis,,,,goniobasis,TRUE
TRUE,"Say, 1817",goniobasis virginica,Animalia,71852,,,,,Goniobasis,virginica,,,goniobasis_virginica,TRUE
TRUE,"(Wulp, 1874)",guttipelopia guttipennis,Animalia,128162,,,,,Guttipelopia,guttipennis,,,guttipelopia_guttipennis,TRUE
TRUE,,guttipelopia,Animalia,128161,,,,,Guttipelopia,,,,guttipelopia,TRUE
TRUE,,gymnometriocnemus,Animalia,128718,,,,,Gymnometriocnemus,,,,gymnometriocnemus,TRUE
TRUE,"(Tryon, 1866)",gyraulus circumstriatus,Animalia,76593,,,,,Gyraulus,circumstriatus,,,gyraulus_circumstriatus,TRUE
TRUE,"(Say, 1824)",gyraulus deflectus,Animalia,76594,,,,,Gyraulus,deflectus,,,gyraulus_deflectus,TRUE
TRUE,"(Say, 1817)",gyraulus parvus,Animalia,76595,,,,,Gyraulus,parvus,,,gyraulus_parvus,TRUE
TRUE,"Agassiz, 1837",gyraulus,Animalia,76592,,,,,Gyraulus,,,,gyraulus,TRUE
TRUE,"Geoffroy, 1762",gyrinus,Animalia,112654,,,,,Gyrinus,,,,gyrinus,TRUE
TRUE,"Eaton, 1881",habrophlebia,Animalia,101183,,,,,Habrophlebia,,,,habrophlebia,TRUE
TRUE,"Needham, 1907",habrophlebia vibrans,Animalia,101184,,,,,Habrophlebia,vibrans,,,habrophlebia_vibrans,TRUE
TRUE,"Ulmer, 1920",habrophlebiodes,Animalia,101122,,,,,Habrophlebiodes,,,,habrophlebiodes,TRUE
TRUE,"Bretscher, 1900",haemonais,Animalia,69003,,,,,Haemonais,,,,haemonais,TRUE
TRUE,"Bretscher, 1900",haemonais waldvogeli,Animalia,69004,,,,,Haemonais,waldvogeli,,,haemonais_waldvogeli,TRUE
TRUE,"Selys, 1854",hagenius brevistylus,Animalia,101735,,,,,Hagenius,brevistylus,,,hagenius_brevistylus,TRUE
TRUE,"Selys, 1854",hagenius,Animalia,101734,,,,,Hagenius,,,,hagenius,TRUE
TRUE,"Latreille, 1802",haliplus,Animalia,111858,,,,,Haliplus,,,,haliplus,TRUE
TRUE,"(Banks, 1895)",haploperla brevis,Animalia,103263,,,,,Haploperla,brevis,,,haploperla_brevis,TRUE
TRUE,"Navás, 1934",haploperla,Animalia,103260,,,,,Haploperla,,,,haploperla,TRUE
TRUE,"(Malloch, 1915)",harnischia curtilamellata,Animalia,129517,,,,,Harnischia,curtilamellata,,,harnischia_curtilamellata,TRUE
TRUE,"Kieffer, 1921",harnischia,Animalia,129255,,,,,Harnischia,,,,harnischia,TRUE
TRUE,"(Walley, 1925)",hayesomyia senata,Animalia,128249,,,,,Hayesomyia,senata,,,hayesomyia_senata,TRUE
TRUE,"Murray and Fittkau, 1985",hayesomyia,Animalia,128237,,,,,Hayesomyia,,,,hayesomyia,TRUE
TRUE,,heleniella,Animalia,128730,,,,,Heleniella,,,,heleniella,TRUE
TRUE,"Erichson, 1847",helichus,Animalia,114006,,,,,Helichus,,,,helichus,TRUE
TRUE,"(Hagen, 1861)",helicopsyche borealis,Animalia,117020,,,,,Helicopsyche,borealis,,,helicopsyche_borealis,TRUE
TRUE,"von Siebold, 1856",helicopsyche,Animalia,117016,,,,,Helicopsyche,,,,helicopsyche,TRUE
TRUE,"(Menke, 1830)",helisoma anceps,Animalia,76600,,,,,Helisoma,anceps,,,helisoma_anceps,TRUE
TRUE,"(Say, 1821)",helisoma campanulatum,Animalia,76603,,,,,Helisoma,campanulatum,,,helisoma_campanulatum,TRUE
TRUE,"Swainson, 1840",helisoma,Animalia,76599,,,,,Helisoma,,,,helisoma,TRUE
TRUE,"(Say, 1817)",helisoma trivolvis,Animalia,76611,,,,,Helisoma,trivolvis,,,helisoma_trivolvis,TRUE
TRUE,"Lepeltier and Serville, 1828",helius,Animalia,119690,,,,,Helius,,,,helius,TRUE
TRUE,"(Castle, 1900)",helobdella elongata,Animalia,69397,,,,,Helobdella,elongata,,,helobdella_elongata,TRUE
TRUE,"Blanchard, 1896",helobdella,Animalia,69396,,,,,Helobdella,,,,helobdella,TRUE
TRUE,"(Linnaeus, 1758)",helobdella stagnalis,Animalia,69398,,,,,Helobdella,stagnalis,,,helobdella_stagnalis,TRUE
TRUE,"(E. Blanchard, 1849)",helobdella triserialis,Animalia,69399,,,,,Helobdella,triserialis,,,helobdella_triserialis,TRUE
TRUE,"Mulsant, 1844",helochares,Animalia,113150,,,,,Helochares,,,,helochares,TRUE
TRUE,"(Walley, 1925)",helopelopia cornuticaudata,Animalia,128138,,,,,Helopelopia,cornuticaudata,,,helopelopia_cornuticaudata,TRUE
TRUE,"Roeback, 1971",helopelopia,Animalia,128131,,,,,Helopelopia,,,,helopelopia,TRUE
TRUE,"Fabricius, 1775",helophorus,Animalia,113106,,,,,Helophorus,,,,helophorus,TRUE
TRUE,"Ricker, 1952",helopicus,Animalia,103084,,,,,Helopicus,,,,helopicus,TRUE
TRUE,"(Banks, 1920)",helopicus subvarians,Animalia,103085,,,,,Helopicus,subvarians,,,helopicus_subvarians,TRUE
TRUE,,hemerodromia,Animalia,136327,,,,,Hemerodromia,,,,hemerodromia,TRUE
TRUE,"Evans, Botts and Flowers, 1985",heptagenia culacantha,Animalia,100623,,,,,Heptagenia,culacantha,,,heptagenia_culacantha,TRUE
TRUE,"(Walsh, 1862)",heptagenia flavescens,Animalia,100610,,,,,Heptagenia,flavescens,,,heptagenia_flavescens,TRUE
TRUE,"Banks, 1910",heptagenia marginalis,Animalia,100616,,,,,Heptagenia,marginalis,,,heptagenia_marginalis,TRUE
TRUE,"(Clemens, 1913)",heptagenia pulla,Animalia,100619,,,,,Heptagenia,pulla,,,heptagenia_pulla,TRUE
TRUE,"Walsh, 1863",heptagenia,Animalia,100602,,,,,Heptagenia,,,,heptagenia,TRUE
TRUE,"Alexander, 1948",hesperoconopa,Animalia,120732,,,,,Hesperoconopa,,,,hesperoconopa,TRUE
TRUE,"Kirkaldy, 1908",hesperocorixa,Animalia,103444,,,,,Hesperocorixa,,,,hesperocorixa,TRUE
