final_id
anax_sp.
belostoma_sp.
ceratapsyche_morosa
cymbiodyta_sp.
dictya_sp.
dromogomphus_sp.
dytiscus_sp.
"enochrus_sp,"
gelastocoris_sp.
georyssus_sp.
hydroporous_sp.
ilybius_sp.
leucorrhinia_sp.
macrobdella_decora
merragata_sp.
mesovelia_sp.
microvelia_sp.
neoclypeodytes_sp.
neozavrelia_sp.
notonecta_sp.
omisus_sp.
paracladopelma_undine
phaenopsectra_dyari?
pseudocentroptiloides_sp.
ranatra_sp.
rhagovelia_sp.
rheumatobates_sp.
somatochlora_sp.
stenonema_exiguum
stenonema_modestum
stenonema_pulchellum
tanytarsus_sp._d
tanytarsus_sp._p
trichocorixa_sp.
undetermined_belostomatidae
undetermined_chrysomelidae
undetermined_crysomelidae
undetermined_gerridae
undetermined_hebridae
undetermined_naucoridae
undetermined_notonectidae
undetermined_phoridae
undetermined_pleidae
undetermined_saldidae
undetermined_sphaeriidae
undetermined_veliidae
